Review,Date,Stars,Cleaned Reviews
"When you open the app it works fine. If you don't close it and restart it, it gets stuck on the first screen with a please wait message. It's pretty annoying. Everytime you use it you have to close it and reopen it. Not great.",2025-01-26,5,open app work fine close restart get stuck first screen please wait message pretty annoying everytime use close reopen great
Finding the link to make an appointment is hidden.,2025-01-12,5,find link make appointment hide
"I have to restart my phone to take my fingerprints. I heated to do the password. I have no problem with another app. I try everything even went to the bank change my password, work one time, and back to where I started. Why I bother use this app. TD has lot do, fix this app.",2024-12-09,5,restart phone take fingerprint heat password problem another app try everything even go bank change password work one time back start bother use app lot fix app
the app used to work great. now the biometric login isn't working and it's prompting me to create a new password even though I know my pw. fix whatever was broke,2024-12-07,5,app use work great biometric login work prompt create new password even though know fix whatever break
Trouble with the AI help content.,2024-11-17,5,trouble help content
Trying to add a little money to dunkin' donuts account,2024-11-17,5,try add little money dunkin donut account
"Make it easier to see balances. Let's say, I deposit $500, how much did I have before I deposited the $500? There is no way to tell and it's frusrating. It took five years but the feature in the above comment was finally implemetend. However, in the last update, you guys removed the 'Next statement closing date' for the TD Credit cards. I was able to see at a glance when the current billing cycle would end, not anymore. This is a very important piece of info as it changes every month.",2024-11-16,5,make easy see balance let say deposit much deposit way tell frusrate take five year feature comment finally implemetend however last update guy remove next statement closing date Credit card able see glance current billing cycle would end anymore important piece info change every month
Ap keeps crashing when I try to edit the $ amount on a payment.,2024-11-16,5,keep crash try edit amount payment
Since 6/12/24 I have had to change my password 5 times. Why can't you remember my passwords,2024-11-14,5,since change password time remember password
Vac check,2024-11-11,5,vac check
Mostly bugs,2024-11-09,5,mostly bug
App works fine but TD's entire online presence obscures valuable information with no way to find it outside of their paper statements. No way to see how much of your last mortgage payment went to interest vs. principal unless you get paper statements. TD gives you the bare minimum (maybe a little less),2024-11-06,5,App work fine entire online presence obscure valuable information way find outside paper statement way see much last mortgage payment go interest principal unless get paper statement give bare minimum maybe little less
"The new update is horrible, cluttered, and difficult to find anything. It needs to go back to the original format!",2024-11-04,5,new update horrible cluttered difficult find anything need back original format
