Review,Date,Stars,Cleaned Reviews,neg,neu,pos,compound,vader_label,star_sentiments
"Update: within a week of paying, this app became non functional. It doesn't work with most accounts and the support is absolutely awful. I really miss mint.",2024-04-03,3,update within week pay app become non functional work account support absolutely awful really miss mint,0.181,0.73,0.09,-0.4117,negative,1
This is the worst budget app on the play store. The customer service sucks. Do yourself a favor and find something different!,2024-04-03,3,bad budget app play store customer service suck favor find something different,0.238,0.586,0.176,-0.4199,negative,1
No free trial,2024-04-01,3,free trial,0.338,0.154,0.508,0.2732,positive,1
Can't connect to RBC and paid full subscription. How do I get a refund?,2024-03-31,3,connect RBC pay full subscription get refund,0.0,1.0,0.0,0.0,neutral,1
would be 5 stars if it was free. As it's not. The current account sync issues are exhausting. Figure out out please and I'll update.,2024-03-29,3,would star free current account sync issue exhausting figure please update,0.086,0.722,0.192,0.4767,positive,1
"Not a Canadian Mint alternative Testing premium now that Mint is ☠, 😔. Wealthsimple sync is trash. Shows as one single account even tho the app states the ability to track investments. (Does not even separate by account type: Stock / RRSP / TFSA, etc) Sync with US accounts does not display in net worth. They have a great Mint alternative landing page, accept import, have decent UI, just weak functionality.",2024-03-27,3,canadian Mint alternative Testing premium Mint wealthsimple sync trash show one single account even tho app state ability track investment even separate account type Stock RRSP TFSA etc Sync account display net worth great Mint alternative landing page accept import decent weak functionality,0.038,0.818,0.144,0.7906,positive,1
Too expensive for what it is,2024-03-24,3,expensive,0.0,1.0,0.0,0.0,neutral,1
Forces you to sign up for free trial and then charges $100 if you forget to cancel in 7 days.,2024-03-17,3,force sign free trial charge forget cancel day,0.247,0.617,0.136,-0.1779,negative,1
Was told price would be 50$ for first year. Then when signed up and wasting my time getting everything imported they wanted 100$. Not trustworthy. Avoid.,2024-03-14,3,tell price would first year sign waste time get everything import want trustworthy Avoid,0.184,0.754,0.062,-0.577,negative,1
"My bank accounts connect, and my auto loan, but NONE of my other loans (student or mortgage) and none of my retirement accounts sync. So, I enter them manually, but then they don't track in the app - I have to go look at the individual manual entries. Frankly, Mint was better and a lot cheaper. Unless things change, I will not be renewing.",2024-03-12,3,bank account connect auto loan none loan student mortgage none retirement account sync enter manually track app look individual manual entry frankly Mint well lot cheap unless thing change renew,0.0,0.938,0.062,0.5927,positive,1
service is utterly horrible. they keep losing connection and blame the institutions while Mint continues to work flawlessly. As a paid service it is pathetic.,2024-03-10,3,service utterly horrible keep lose connection blame institution Mint continue work flawlessly pay service pathetic,0.375,0.571,0.054,-0.8932,negative,1
"Functionally, better than mint. That's where the good story ends. Support response times are months long. Do not expect to get any feedback on a support ticket in a reasonable time frame. They are woefully ill equipped to support their customer base. Additionally, there are concerning internal practices around privacy. Customer tickets can get merged leading to leakage of personal information. They only respond when you threaten to report them to the privacy office.",2024-03-04,3,functionally well mint good story end support response time month long expect get feedback support ticket reasonable time frame woefully ill equip support customer base additionally concern internal practice around privacy customer ticket get merge lead leakage personal information respond threaten report privacy office,0.094,0.744,0.162,0.7003,positive,1
"*** UPDATE *** One of my accounts was payoff on February 20 and closed. The account shows $0 balance since Feb 22 but according to momarch I still owe money. Monarch Money is a rip-off. It charges too much for a service that doesn't work properly. It claims to sync with banks like Chase, but the balance is always wrong. Even after you click on sync and it shows that is up to date the balance is incorrect. Don't waste your time and money on this app. It is not a replacement for Mint. I miss Mint!",2024-03-01,3,update one account payoff February close account show balance since Feb accord momarch still owe money Monarch Money rip charge much service work properly claim sync bank like Chase balance always wrong even click sync show date balance incorrect waste time money app replacement Mint miss Mint,0.088,0.851,0.061,-0.4106,negative,1
"I think as an app it's not horrible, would be around 4 stars. But all the bugs and errors that are encountered brings it down to 3 stars, there's a million things that need improvements. Customer support, for the price, is useless. This is not a cheap app and people on their support team do not read issues, they send canned answers that you already addressed. It's days before you get through to them to actually see the issue. Then you have to do all the work to fix their bugs. That is -2 stars.",2024-03-01,3,think app horrible would around star bug error encounter bring star million thing need improvement customer support price useless cheap app people support team read issue send canned answer already address day get actually see issue work fix bug star,0.066,0.817,0.117,0.634,positive,1
Frequent crashes on my Note 10+,2024-02-29,3,frequent crash note,0.0,1.0,0.0,0.0,neutral,1
"Every 24hrs I have to re-login to my main bank account for it to sync. Support was useless. Syncing was never an issue with Mint. Did the trial with pocketguard with no issues either. Monarch support's response, thanks for trying the free trial. What a joke!",2024-02-28,3,every login main bank account sync support useless sync never issue Mint trial pocketguard issue either Monarch support response thank try free trial joke,0.092,0.699,0.209,0.75,positive,1
"It's a waste of money. It won't keep my bank account connected for more than a few hours and after 5 days of using it, it still hasn't synced a single transaction (even past ones). I've tried everything the AI support told me to do and after it passed me off to a human for customer support I've stopped getting responses, not that their help actually changed anything. Don't pay for this app, it's expensive, it doesn't work and their support is unhelpful.",2024-02-26,3,waste money keep bank account connect hour day use still sync single transaction even past one try everything support tell pass human customer support stop get response help actually change anything pay app expensive work support unhelpful,0.08,0.813,0.108,0.3481,positive,1
